IDEstación,IDEmpresa,DistanciaKm,Variable,Incidencia
2,131,43.405579,SO2,0.011481
2,132,60.977920,NO,0.000000
2,132,60.977920,NO2,0.000000
2,132,60.977920,NOX,0.000002
2,132,60.977920,PM10,0.001286
2,132,60.977920,PM2.5,0.101381
2,132,60.977920,SO2,0.000183
2,133,32.764040,NO,0.000000
2,133,32.764040,NO2,0.000157
2,133,32.764040,NOX,0.017641
2,133,32.764040,PM10,0.124883
2,133,32.764040,PM2.5,0.440642
2,133,32.764040,SO2,0.069542
2,134,69.781896,NO,0.000000
2,134,69.781896,NO2,0.000000
2,134,69.781896,NOX,0.000000
2,134,69.781896,PM10,0.000146
2,134,69.781896,PM2.5,0.044568
2,134,69.781896,SO2,0.000012
2,135,17.765187,NO,0.008045
2,135,17.765187,NO2,0.054748
2,135,17.765187,NOX,0.230267
2,135,17.765187,PM10,0.463399
2,135,17.765187,PM2.5,0.671341
2,135,17.765187,SO2,0.352655
2,136,39.626537,NO,0.000000
2,136,39.626537,NO2,0.000003
2,136,39.626537,NOX,0.003143
2,136,39.626537,PM10,0.052873
2,136,39.626537,PM2.5,0.334369
2,136,39.626537,SO2,0.023057
2,137,50.827364,NO,0.000000
2,137,50.827364,NO2,0.000000
2,137,50.827364,NOX,0.000088
2,137,50.827364,PM10,0.009162
2,137,50.827364,PM2.5,0.190448
2,137,50.827364,SO2,0.002284
2,138,66.548861,NO,0.000000
2,138,66.548861,NO2,0.000000
2,138,66.548861,NOX,0.000000
2,138,66.548861,PM10,0.000314
2,138,66.548861,PM2.5,0.056933
2,138,66.548861,SO2,0.000033
2,139,21.010042,NO,0.001498
2,139,21.010042,NO2,0.021900
2,139,21.010042,NOX,0.158362
2,139,21.010042,PM10,0.372749
2,139,21.010042,PM2.5,0.626017
2,139,21.010042,SO2,0.283303
2,140,20.970328,NO,0.001533
2,140,20.970328,NO2,0.022187
2,140,20.970328,NOX,0.159282
2,140,20.970328,PM10,0.373826
2,140,20.970328,PM2.5,0.626597
2,140,20.970328,SO2,0.284354
2,141,9.724558,NO,0.119509
2,141,9.724558,NO2,0.212304
2,141,9.724558,NOX,0.320047
2,141,9.724558,PM10,0.622653
2,141,9.724558,PM2.5,0.569291
2,141,9.724558,SO2,0.198113
2,142,17.896039,NO,0.008060
2,142,17.896039,NO2,0.056429
2,142,17.896039,NOX,0.241183
2,142,17.896039,PM10,0.459673
2,142,17.896039,PM2.5,0.669603
2,142,17.896039,SO2,0.370831
2,143,50.970690,NO,0.000000
2,143,50.970690,NO2,0.000000
2,143,50.970690,NOX,0.000083
2,143,50.970690,PM10,0.008933
2,143,50.970690,PM2.5,0.188910
2,143,50.970690,SO2,0.002211
2,144,36.898977,NO,0.000000
2,144,36.898977,NO2,0.000019
2,144,36.898977,NOX,0.007275
2,144,36.898977,PM10,0.080085
2,144,36.898977,PM2.5,0.365049
2,144,36.898977,SO2,0.042057
2,145,59.422344,NO,0.000000
2,145,59.422344,NO2,0.000000
2,145,59.422344,NOX,0.000003
2,145,59.422344,PM10,0.001926
2,145,59.422344,PM2.5,0.121873
2,145,59.422344,SO2,0.000313
2,146,45.612786,NO,0.000000
2,146,45.612786,NO2,0.000000
2,146,45.612786,NOX,0.000599
2,146,45.612786,PM10,0.015795
2,146,45.612786,PM2.5,0.181879
2,146,45.612786,SO2,0.003710
2,147,91.506214,NO,0.000000
2,147,91.506214,NO2,0.000000
2,147,91.506214,NOX,0.000000
2,147,91.506214,PM10,0.000000
2,147,91.506214,PM2.5,0.007635
2,147,91.506214,SO2,0.000000
2,148,43.448936,NO,0.000000
2,148,43.448936,NO2,0.000000
2,148,43.448936,NOX,0.001075
2,148,43.448936,PM10,0.030524
2,148,43.448936,PM2.5,0.280291
2,148,43.448936,SO2,0.007702
2,149,50.193179,NO,0.000000
2,149,50.193179,NO2,0.000000
2,149,50.193179,NOX,0.000109
2,149,50.193179,PM10,0.010236
2,149,50.193179,PM2.5,0.197348
2,149,50.193179,SO2,0.002633
2,150,14.848649,NO,0.033267
2,150,14.848649,NO2,0.127016
2,150,14.848649,NOX,0.351387
2,150,14.848649,PM10,0.546292
2,150,14.848649,PM2.5,0.707772
2,150,14.848649,SO2,0.313132
2,151,95.630729,NO,0.000000
2,151,95.630729,NO2,0.000000
2,151,95.630729,NOX,0.000000
2,151,95.630729,PM10,0.000000
2,151,95.630729,PM2.5,0.005249
2,151,95.630729,SO2,0.000000
2,152,71.202271,NO,0.000000
2,152,71.202271,NO2,0.000000
2,152,71.202271,NOX,0.000000
2,152,71.202271,PM10,0.000124
2,152,71.202271,PM2.5,0.047850
2,152,71.202271,SO2,0.000009
2,153,21.050995,NO,0.001510
2,153,21.050995,NO2,0.024395
2,153,21.050995,NOX,0.176499
2,153,21.050995,PM10,0.268407
2,153,21.050995,PM2.5,0.451691
2,153,21.050995,SO2,0.141110
2,154,27.498027,NO,0.000018
2,154,27.498027,NO2,0.001752
2,154,27.498027,NOX,0.049878
2,154,27.498027,PM10,0.216244
2,154,27.498027,PM2.5,0.525596
2,154,27.498027,SO2,0.132491
2,155,74.551072,NO,0.000000
2,155,74.551072,NO2,0.000000
2,155,74.551072,NOX,0.000000
2,155,74.551072,PM10,0.000053
2,155,74.551072,PM2.5,0.036485
2,155,74.551072,SO2,0.000002
2,156,74.551484,NO,0.000000
2,156,74.551484,NO2,0.000000
2,156,74.551484,NOX,0.000000
2,156,74.551484,PM10,0.000053
2,156,74.551484,PM2.5,0.036484
2,156,74.551484,SO2,0.000002
2,157,89.970095,NO,0.000000
2,157,89.970095,NO2,0.000000
2,157,89.970095,NOX,0.000000
2,157,89.970095,PM10,0.000001
2,157,89.970095,PM2.5,0.008914
2,157,89.970095,SO2,0.000000
2,158,89.867753,NO,0.000000
2,158,89.867753,NO2,0.000000
2,158,89.867753,NOX,0.000000
2,158,89.867753,PM10,0.000001
2,158,89.867753,PM2.5,0.009005
2,158,89.867753,SO2,0.000000
2,159,26.199848,NO,0.000047
2,159,26.199848,NO2,0.003021
2,159,26.199848,NOX,0.063538
2,159,26.199848,PM10,0.243962
2,159,26.199848,PM2.5,0.546350
2,159,26.199848,SO2,0.154690
2,160,96.265631,NO,0.000000
2,160,96.265631,NO2,0.000000
2,160,96.265631,NOX,0.000000
2,160,96.265631,PM10,0.000000
2,160,96.265631,PM2.5,0.004647
2,160,96.265631,SO2,0.000000
2,161,54.595802,NO,0.000000
2,161,54.595802,NO2,0.000000
2,161,54.595802,NOX,0.000030
2,161,54.595802,PM10,0.004608
2,161,54.595802,PM2.5,0.152729
2,161,54.595802,SO2,0.001269
2,162,89.977038,NO,0.000000
2,162,89.977038,NO2,0.000000
2,162,89.977038,NOX,0.000000
2,162,89.977038,PM10,0.000001
2,162,89.977038,PM2.5,0.008908
2,162,89.977038,SO2,0.000000
2,164,89.775686,NO,0.000000
2,164,89.775686,NO2,0.000000
2,164,89.775686,NOX,0.000000
2,164,89.775686,PM10,0.000001
2,164,89.775686,PM2.5,0.009089
2,164,89.775686,SO2,0.000000
2,165,91.983585,NO,0.000000
2,165,91.983585,NO2,0.000000
2,165,91.983585,NOX,0.000000
2,165,91.983585,PM10,0.000000
2,165,91.983585,PM2.5,0.007272
2,165,91.983585,SO2,0.000000
2,166,4.234242,NO,0.554362
2,166,4.234242,NO2,0.676121
2,166,4.234242,NOX,0.772597
2,166,4.234242,PM10,0.560131
2,166,4.234242,PM2.5,0.572051
2,166,4.234242,SO2,0.363022
2,167,21.463834,NO,0.001072
2,167,21.463834,NO2,0.017623
2,167,21.463834,NOX,0.139134
2,167,21.463834,PM10,0.360524
2,167,21.463834,PM2.5,0.619349
2,167,21.463834,SO2,0.255458
2,170,26.688590,NO,0.000038
2,170,26.688590,NO2,0.002894
2,170,26.688590,NOX,0.067452
2,170,26.688590,PM10,0.194410
2,170,26.688590,PM2.5,0.448801
2,170,26.688590,SO2,0.168876
2,171,58.731712,NO,0.000000
2,171,58.731712,NO2,0.000000
2,171,58.731712,NOX,0.000002
2,171,58.731712,PM10,0.001877
2,171,58.731712,PM2.5,0.088287
2,171,58.731712,SO2,0.000208
2,172,14.828850,NO,0.033540
2,172,14.828850,NO2,0.127600
2,172,14.828850,NOX,0.352105
2,172,14.828850,PM10,0.546848
2,172,14.828850,PM2.5,0.708003
2,172,14.828850,SO2,0.313542
2,173,26.446096,NO,0.000046
2,173,26.446096,NO2,0.003201
2,173,26.446096,NOX,0.070538
2,173,26.446096,PM10,0.198793
2,173,26.446096,PM2.5,0.452025
2,173,26.446096,SO2,0.173781
2,174,50.922701,NO,0.000000
2,174,50.922701,NO2,0.000000
2,174,50.922701,NOX,0.000085
2,174,50.922701,PM10,0.009009
2,174,50.922701,PM2.5,0.189424
2,174,50.922701,SO2,0.002235
2,175,14.716824,NO,0.030728
2,175,14.716824,NO2,0.114575
2,175,14.716824,NOX,0.314272
2,175,14.716824,PM10,0.458324
2,175,14.716824,PM2.5,0.591088
2,175,14.716824,SO2,0.260925
2,176,27.405037,NO,0.000019
2,176,27.405037,NO2,0.001824
2,176,27.405037,NOX,0.050771
2,176,27.405037,PM10,0.218163
2,176,27.405037,PM2.5,0.527089
2,176,27.405037,SO2,0.134003
2,177,21.463834,NO,0.001035
2,177,21.463834,NO2,0.017015
2,177,21.463834,NOX,0.134646
2,177,21.463834,PM10,0.300437
2,177,21.463834,PM2.5,0.516124
2,177,21.463834,SO2,0.151678
2,178,73.546815,NO,0.000000
2,178,73.546815,NO2,0.000000
2,178,73.546815,NOX,0.000000
2,178,73.546815,PM10,0.000069
2,178,73.546815,PM2.5,0.039628
2,178,73.546815,SO2,0.000004
2,179,95.298059,NO,0.000000
2,179,95.298059,NO2,0.000000
2,179,95.298059,NOX,0.000000
2,179,95.298059,PM10,0.000000
2,179,95.298059,PM2.5,0.005151
2,179,95.298059,SO2,0.000000
2,180,34.972682,NO,0.000000
2,180,34.972682,NO2,0.000019
2,180,34.972682,NOX,0.004452
2,180,34.972682,PM10,0.050880
2,180,34.972682,PM2.5,0.180222
2,180,34.972682,SO2,0.020536
2,181,17.625641,NO,0.008319
2,181,17.625641,NO2,0.060826
2,181,17.625641,NOX,0.249363
2,181,17.625641,PM10,0.259653
2,181,17.625641,PM2.5,0.373992
2,181,17.625641,SO2,0.144847
2,182,95.264125,NO,0.000000
2,182,95.264125,NO2,0.000000
2,182,95.264125,NOX,0.000000
2,182,95.264125,PM10,0.000000
2,182,95.264125,PM2.5,0.002298
2,182,95.264125,SO2,0.000000
2,183,7.607797,NO,0.049733
2,183,7.607797,NO2,0.070694
2,183,7.607797,NOX,0.090882
2,183,7.607797,PM10,0.784086
2,183,7.607797,PM2.5,0.667090
2,183,7.607797,SO2,0.097701
2,184,48.058609,NO,0.000000
2,184,48.058609,NO2,0.000000
2,184,48.058609,NOX,0.000249
2,184,48.058609,PM10,0.014713
2,184,48.058609,PM2.5,0.203257
2,184,48.058609,SO2,0.002754
2,186,76.814636,NO,0.000000
2,186,76.814636,NO2,0.000000
2,186,76.814636,NOX,0.000000
2,186,76.814636,PM10,0.000034
2,186,76.814636,PM2.5,0.033513
2,186,76.814636,SO2,0.000001
2,188,43.475838,NO,0.000000
2,188,43.475838,NO2,0.000000
2,188,43.475838,NOX,0.000596
2,188,43.475838,PM10,0.035467
2,188,43.475838,PM2.5,0.311030
2,188,43.475838,SO2,0.005663
2,189,87.732610,NO,0.000000
2,189,87.732610,NO2,0.000000
2,189,87.732610,NOX,0.000000
2,189,87.732610,PM10,0.000001
2,189,87.732610,PM2.5,0.011117
2,189,87.732610,SO2,0.000000
2,190,98.408803,NO,0.000000
2,190,98.408803,NO2,0.000000
2,190,98.408803,NOX,0.000000
2,190,98.408803,PM10,0.000000
2,190,98.408803,PM2.5,0.003686
2,190,98.408803,SO2,0.000000
2,191,99.060051,NO,0.000000
2,191,99.060051,NO2,0.000000
2,191,99.060051,NOX,0.000000
2,191,99.060051,PM10,0.000000
2,191,99.060051,PM2.5,0.003813
2,191,99.060051,SO2,0.000000
2,192,75.479040,NO,0.000000
2,192,75.479040,NO2,0.000000
2,192,75.479040,NOX,0.000000
2,192,75.479040,PM10,0.000042
2,192,75.479040,PM2.5,0.033770
2,192,75.479040,SO2,0.000002
2,193,58.922060,NO,0.000000
2,193,58.922060,NO2,0.000000
2,193,58.922060,NOX,0.000004
2,193,58.922060,PM10,0.001970
2,193,58.922060,PM2.5,0.116260
2,193,58.922060,SO2,0.000317
2,194,59.587274,NO,0.000000
2,194,59.587274,NO2,0.000000
2,194,59.587274,NOX,0.000003
2,194,59.587274,PM10,0.001719
2,194,59.587274,PM2.5,0.111278
2,194,59.587274,SO2,0.000266
2,195,59.607914,NO,0.000000
2,195,59.607914,NO2,0.000000
2,195,59.607914,NOX,0.000003
2,195,59.607914,PM10,0.001712
2,195,59.607914,PM2.5,0.111126
2,195,59.607914,SO2,0.000265
2,196,71.186656,NO,0.000000
2,196,71.186656,NO2,0.000000
2,196,71.186656,NOX,0.000000
2,196,71.186656,PM10,0.000125
2,196,71.186656,PM2.5,0.047909
2,196,71.186656,SO2,0.000008
2,197,71.197226,NO,0.000000
2,197,71.197226,NO2,0.000000
2,197,71.197226,NOX,0.000000
2,197,71.197226,PM10,0.000124
2,197,71.197226,PM2.5,0.047869
2,197,71.197226,SO2,0.000008
2,198,87.732610,NO,0.000000
2,198,87.732610,NO2,0.000000
2,198,87.732610,NOX,0.000000
2,198,87.732610,PM10,0.000001
2,198,87.732610,PM2.5,0.011117
2,198,87.732610,SO2,0.000000
2,199,98.751740,NO,0.000000
2,199,98.751740,NO2,0.000000
2,199,98.751740,NOX,0.000000
2,199,98.751740,PM10,0.000000
2,199,98.751740,PM2.5,0.003550
2,199,98.751740,SO2,0.000000
2,200,79.061340,NO,0.000000
2,200,79.061340,NO2,0.000000
2,200,79.061340,NOX,0.000000
2,200,79.061340,PM10,0.000016
2,200,79.061340,PM2.5,0.024829
2,200,79.061340,SO2,0.000001
2,202,58.078910,NO,0.000000
2,202,58.078910,NO2,0.000000
2,202,58.078910,NOX,0.000006
2,202,58.078910,PM10,0.002337
2,202,58.078910,PM2.5,0.122809
2,202,58.078910,SO2,0.000395
2,203,15.072823,NO,0.024625
2,203,15.072823,NO2,0.097931
2,203,15.072823,NOX,0.262522
2,203,15.072823,PM10,0.494990
2,203,15.072823,PM2.5,0.528854
2,203,15.072823,SO2,0.388978
2,204,58.346729,NO,0.000000
2,204,58.346729,NO2,0.000000
2,204,58.346729,NOX,0.000005
2,204,58.346729,PM10,0.002214
2,204,58.346729,PM2.5,0.120700
2,204,58.346729,SO2,0.000368
2,205,58.628593,NO,0.000000
2,205,58.628593,NO2,0.000000
2,205,58.628593,NOX,0.000005
2,205,58.628593,PM10,0.001510
2,205,58.628593,PM2.5,0.085590
2,205,58.628593,SO2,0.000182
2,207,17.760618,NO,0.008897
2,207,17.760618,NO2,0.066160
2,207,17.760618,NOX,0.274990
2,207,17.760618,PM10,0.334771
2,207,17.760618,PM2.5,0.484901
2,207,17.760618,SO2,0.187416
2,208,37.080222,NO,0.000000
2,208,37.080222,NO2,0.000015
2,208,37.080222,NOX,0.006381
2,208,37.080222,PM10,0.074130
2,208,37.080222,PM2.5,0.372693
2,208,37.080222,SO2,0.024075
2,209,79.056293,NO,0.000000
2,209,79.056293,NO2,0.000000
2,209,79.056293,NOX,0.000000
2,209,79.056293,PM10,0.000016
2,209,79.056293,PM2.5,0.024840
2,209,79.056293,SO2,0.000001
2,210,42.953361,NO,0.000000
2,210,42.953361,NO2,0.000000
2,210,42.953361,NOX,0.001211
2,210,42.953361,PM10,0.032871
2,210,42.953361,PM2.5,0.287039
2,210,42.953361,SO2,0.012522
2,211,79.107801,NO,0.000000
2,211,79.107801,NO2,0.000000
2,211,79.107801,NOX,0.000000
2,211,79.107801,PM10,0.000016
2,211,79.107801,PM2.5,0.024728
2,211,79.107801,SO2,0.000001
2,212,42.485542,NO,0.000000
2,212,42.485542,NO2,0.000000
2,212,42.485542,NOX,0.000885
2,212,42.485542,PM10,0.041095
2,212,42.485542,PM2.5,0.326093
2,212,42.485542,SO2,0.007647
2,213,74.947288,NO,0.000000
2,213,74.947288,NO2,0.000000
2,213,74.947288,NOX,0.000000
2,213,74.947288,PM10,0.000040
2,213,74.947288,PM2.5,0.029420
2,213,74.947288,SO2,0.000002
2,214,61.780451,NO,0.000000
2,214,61.780451,NO2,0.000000
2,214,61.780451,NOX,0.000001
2,214,61.780451,PM10,0.001175
2,214,61.780451,PM2.5,0.103980
2,214,61.780451,SO2,0.000166
2,217,51.063184,NO,0.000000
2,217,51.063184,NO2,0.000000
2,217,51.063184,NOX,0.000081
2,217,51.063184,PM10,0.008789
2,217,51.063184,PM2.5,0.187922
2,217,51.063184,SO2,0.002165
2,218,50.930615,NO,0.000000
2,218,50.930615,NO2,0.000000
2,218,50.930615,NOX,0.000084
2,218,50.930615,PM10,0.008997
2,218,50.930615,PM2.5,0.189339
2,218,50.930615,SO2,0.002231
2,219,50.970914,NO,0.000000
2,219,50.970914,NO2,0.000000
2,219,50.970914,NOX,0.000083
2,219,50.970914,PM10,0.008933
2,219,50.970914,PM2.5,0.188908
2,219,50.970914,SO2,0.002211
2,220,24.347573,NO,0.000171
2,220,24.347573,NO2,0.006278
2,220,24.347573,NOX,0.087947
2,220,24.347573,PM10,0.286861
2,220,24.347573,PM2.5,0.575521
2,220,24.347573,SO2,0.190468
2,221,89.383437,NO,0.000000
2,221,89.383437,NO2,0.000000
2,221,89.383437,NOX,0.000000
2,221,89.383437,PM10,0.000001
2,221,89.383437,PM2.5,0.008138
2,221,89.383437,SO2,0.000000
2,222,28.269730,NO,0.000004
2,222,28.269730,NO2,0.000518
2,222,28.269730,NOX,0.019399
2,222,28.269730,PM10,0.105940
2,222,28.269730,PM2.5,0.228079
2,222,28.269730,SO2,0.052678
2,223,41.813043,NO,0.000000
2,223,41.813043,NO2,0.000001
2,223,41.813043,NOX,0.001694
2,223,41.813043,PM10,0.038854
2,223,41.813043,PM2.5,0.302874
2,223,41.813043,SO2,0.015522
2,224,51.820980,NO,0.000000
2,224,51.820980,NO2,0.000000
2,224,51.820980,NOX,0.000028
2,224,51.820980,PM10,0.004053
2,224,51.820980,PM2.5,0.079981
2,224,51.820980,SO2,0.000797
2,225,20.201512,NO,0.000921
2,225,20.201512,NO2,0.010998
2,225,20.201512,NOX,0.075425
2,225,20.201512,PM10,0.208403
2,225,20.201512,PM2.5,0.283428
2,225,20.201512,SO2,0.125620
2,226,53.894502,NO,0.000000
2,226,53.894502,NO2,0.000000
2,226,53.894502,NOX,0.000013
2,226,53.894502,PM10,0.002774
2,226,53.894502,PM2.5,0.070810
2,226,53.894502,SO2,0.000489
2,227,79.788607,NO,0.000000
2,227,79.788607,NO2,0.000000
2,227,79.788607,NOX,0.000000
2,227,79.788607,PM10,0.000007
2,227,79.788607,PM2.5,0.010349
2,227,79.788607,SO2,0.000000
2,228,91.913735,NO,0.000000
2,228,91.913735,NO2,0.000000
2,228,91.913735,NOX,0.000000
2,228,91.913735,PM10,0.000000
2,228,91.913735,PM2.5,0.003255
2,228,91.913735,SO2,0.000000
2,229,84.404660,NO,0.000000
2,229,84.404660,NO2,0.000000
2,229,84.404660,NOX,0.000000
2,229,84.404660,PM10,0.000002
2,229,84.404660,PM2.5,0.006793
2,229,84.404660,SO2,0.000000
2,230,13.619628,NO,0.020281
2,230,13.619628,NO2,0.062604
2,230,13.619628,NOX,0.163379
2,230,13.619628,PM10,0.306313
2,230,13.619628,PM2.5,0.320739
2,230,13.619628,SO2,0.206013
2,231,22.124435,NO,0.000297
2,231,22.124435,NO2,0.005823
2,231,22.124435,NOX,0.056856
2,231,22.124435,PM10,0.181030
2,231,22.124435,PM2.5,0.270898
2,231,22.124435,SO2,0.104836
2,232,60.370867,NO,0.000000
2,232,60.370867,NO2,0.000000
2,232,60.370867,NOX,0.000001
2,232,60.370867,PM10,0.000771
2,232,60.370867,PM2.5,0.046940
2,232,60.370867,SO2,0.000095
2,233,26.460066,NO,0.000016
2,233,26.460066,NO2,0.001123
2,233,26.460066,NOX,0.027361
2,233,26.460066,PM10,0.125741
2,233,26.460066,PM2.5,0.240981
2,233,26.460066,SO2,0.065647
2,234,93.688906,NO,0.000000
2,234,93.688906,NO2,0.000000
2,234,93.688906,NOX,0.000000
2,234,93.688906,PM10,0.000000
2,234,93.688906,PM2.5,0.002711
2,234,93.688906,SO2,0.000000
2,235,71.051128,NO,0.000000
2,235,71.051128,NO2,0.000000
2,235,71.051128,NOX,0.000000
2,235,71.051128,PM10,0.000068
2,235,71.051128,PM2.5,0.021522
2,235,71.051128,SO2,0.000004
2,236,19.586488,NO,0.001294
2,236,19.586488,NO2,0.013315
2,236,19.586488,NOX,0.082113
2,236,19.586488,PM10,0.217416
2,236,19.586488,PM2.5,0.287308
2,236,19.586488,SO2,0.132640
2,237,45.494081,NO,0.000000
2,237,45.494081,NO2,0.000000
2,237,45.494081,NOX,0.000235
2,237,45.494081,PM10,0.011760
2,237,45.494081,PM2.5,0.112600
2,237,45.494081,SO2,0.003129
2,239,18.070183,NO,0.002860
2,239,18.070183,NO2,0.020800
2,239,18.070183,NOX,0.100119
2,239,18.070183,PM10,0.239990
2,239,18.070183,PM2.5,0.296568
2,239,18.070183,SO2,0.150585
2,240,18.808724,NO,0.001959
2,240,18.808724,NO2,0.016814
2,240,18.808724,NOX,0.091085
2,240,18.808724,PM10,0.228944
2,240,18.808724,PM2.5,0.292114
2,240,18.808724,SO2,0.141741
2,241,18.933796,NO,0.001835
2,241,18.933796,NO2,0.016205
2,241,18.933796,NOX,0.089604
2,241,18.933796,PM10,0.227082
2,241,18.933796,PM2.5,0.291349
2,241,18.933796,SO2,0.140262
2,242,21.315603,NO,0.000485
2,242,21.315603,NO2,0.007663
2,242,21.315603,NOX,0.064234
2,242,21.315603,PM10,0.192376
2,242,21.315603,PM2.5,0.276238
2,242,21.315603,SO2,0.113349
2,243,77.154791,NO,0.000000
2,243,77.154791,NO2,0.000000
2,243,77.154791,NOX,0.000000
2,243,77.154791,PM10,0.000014
2,243,77.154791,PM2.5,0.013021
2,243,77.154791,SO2,0.000001
2,246,18.307834,NO,0.002536
2,246,18.307834,NO2,0.019442
2,246,18.307834,NOX,0.097158
2,246,18.307834,PM10,0.236427
2,246,18.307834,PM2.5,0.295147
2,246,18.307834,SO2,0.147719
2,247,21.340436,NO,0.000477
2,247,21.340436,NO2,0.007599
2,247,21.340436,NOX,0.063998
2,247,21.340436,PM10,0.192024
2,247,21.340436,PM2.5,0.276075
2,247,21.340436,SO2,0.113083
2,248,33.212962,NO,0.000000
2,248,33.212962,NO2,0.000048
2,248,33.212962,NOX,0.006753
2,248,33.212962,PM10,0.062618
2,248,33.212962,PM2.5,0.192645
2,248,33.212962,SO2,0.026811
2,249,13.579435,NO,0.020591
2,249,13.579435,NO2,0.063141
2,249,13.579435,NOX,0.164000
2,249,13.579435,PM10,0.306893
2,249,13.579435,PM2.5,0.320934
2,249,13.579435,SO2,0.206514
2,250,33.102461,NO,0.000000
2,250,33.102461,NO2,0.000051
2,250,33.102461,NOX,0.006927
2,250,33.102461,PM10,0.063417
2,250,33.102461,PM2.5,0.193431
2,250,33.102461,SO2,0.027251
2,251,34.711321,NO,0.000000
2,251,34.711321,NO2,0.000022
2,251,34.711321,NOX,0.004742
2,251,34.711321,PM10,0.052508
2,251,34.711321,PM2.5,0.182054
2,251,34.711321,SO2,0.021384
2,252,27.002284,NO,0.000011
2,252,27.002284,NO2,0.000896
2,252,27.002284,NOX,0.024741
2,252,27.002284,PM10,0.119590
2,252,27.002284,PM2.5,0.237131
2,252,27.002284,SO2,0.061552
2,253,17.282793,NO,0.004210
2,253,17.282793,NO2,0.025853
2,253,17.282793,NOX,0.110279
2,253,17.282793,PM10,0.251831
2,253,17.282793,PM2.5,0.301190
2,253,17.282793,SO2,0.160194
2,254,56.497774,NO,0.000000
2,254,56.497774,NO2,0.000000
2,254,56.497774,NOX,0.000005
2,254,56.497774,PM10,0.001687
2,254,56.497774,PM2.5,0.060361
2,254,56.497774,SO2,0.000258
2,255,88.280184,NO,0.000000
2,255,88.280184,NO2,0.000000
2,255,88.280184,NOX,0.000000
2,255,88.280184,PM10,0.000001
2,255,88.280184,PM2.5,0.004683
2,255,88.280184,SO2,0.000000
2,256,2.019467,NO,0.251982
2,256,2.019467,NO2,0.258304
2,256,2.019467,NOX,0.306737
2,256,2.019467,PM10,0.419254
2,256,2.019467,PM2.5,0.354751
2,256,2.019467,SO2,0.308304
2,257,28.669667,NO,0.000003
2,257,28.669667,NO2,0.000434
2,257,28.669667,NOX,0.017924
2,257,28.669667,PM10,0.101847
2,257,28.669667,PM2.5,0.225212
2,257,28.669667,SO2,0.050079
2,258,15.213847,NO,0.010711
2,258,15.213847,NO2,0.043716
2,258,15.213847,NOX,0.139277
2,258,15.213847,PM10,0.282896
2,258,15.213847,PM2.5,0.312652
2,258,15.213847,SO2,0.186008
2,259,19.059326,NO,0.001717
2,259,19.059326,NO2,0.015612
2,259,19.059326,NOX,0.088132
2,259,19.059326,PM10,0.225216
2,259,19.059326,PM2.5,0.290578
2,259,19.059326,SO2,0.138783
2,260,19.678008,NO,0.001231
2,260,19.678008,NO2,0.012946
2,260,19.678008,NOX,0.081095
2,260,19.678008,PM10,0.216068
2,260,19.678008,PM2.5,0.286735
2,260,19.678008,SO2,0.131585
2,261,13.563873,NO,0.020713
2,261,13.563873,NO2,0.063349
2,261,13.563873,NOX,0.164241
2,261,13.563873,PM10,0.307117
2,261,13.563873,PM2.5,0.321010
2,261,13.563873,SO2,0.206708
2,262,35.006793,NO,0.000000
2,262,35.006793,NO2,0.000019
2,262,35.006793,NOX,0.004415
2,262,35.006793,PM10,0.050670
2,262,35.006793,PM2.5,0.179983
2,262,35.006793,SO2,0.020427
2,263,28.829410,NO,0.000003
2,263,28.829410,NO2,0.000404
2,263,28.829410,NOX,0.017362
2,263,28.829410,PM10,0.100241
2,263,28.829410,PM2.5,0.224066
2,263,28.829410,SO2,0.049067
2,264,24.100721,NO,0.000084
2,264,24.100721,NO2,0.002852
2,264,24.100721,NOX,0.041402
2,264,24.100721,PM10,0.154564
2,264,24.100721,PM2.5,0.257492
2,264,24.100721,SO2,0.085574
2,265,40.199944,NO,0.000000
2,265,40.199944,NO2,0.000001
2,265,40.199944,NOX,0.001138
2,265,40.199944,PM10,0.025781
2,265,40.199944,PM2.5,0.144877
2,265,40.199944,SO2,0.008576
2,266,40.741016,NO,0.000000
2,266,40.741016,NO2,0.000001
2,266,40.741016,NOX,0.000977
2,266,40.741016,PM10,0.023899
2,266,40.741016,PM2.5,0.141394
2,266,40.741016,SO2,0.007781
2,267,32.761086,NO,0.000000
2,267,32.761086,NO2,0.000061
2,267,32.761086,NOX,0.007489
2,267,32.761086,PM10,0.065932
2,267,32.761086,PM2.5,0.195862
2,267,32.761086,SO2,0.028647
2,268,40.416765,NO,0.000000
2,268,40.416765,NO2,0.000001
2,268,40.416765,NOX,0.001071
2,268,40.416765,PM10,0.025013
2,268,40.416765,PM2.5,0.143477
2,268,40.416765,SO2,0.008249
2,269,40.442391,NO,0.000000
2,269,40.442391,NO2,0.000001
2,269,40.442391,NOX,0.001063
2,269,40.442391,PM10,0.024923
2,269,40.442391,PM2.5,0.143312
2,269,40.442391,SO2,0.008211
2,270,35.153905,NO,0.000000
2,270,35.153905,NO2,0.000017
2,270,35.153905,NOX,0.004260
2,270,35.153905,PM10,0.049773
2,270,35.153905,PM2.5,0.178954
2,270,35.153905,SO2,0.019964
2,271,15.349991,NO,0.010109
2,271,15.349991,NO2,0.042318
2,271,15.349991,NOX,0.137279
2,271,15.349991,PM10,0.280867
2,271,15.349991,PM2.5,0.311930
